video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/-wvgKEwuZUY-Scene-0126.mp4,"In the video, a man is standing next to a large soccer ball-shaped object. The object is made of black and white panels, and the man is holding a pump in his hand. He is using the pump to inflate the object, which is lying on the ground. The man is wearing a gray hoodie and red pants. The background consists of trees and a white fence. The video shows the man pumping air into the object, which gradually becomes more inflated.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/-wvgKEwuZUY-Scene-0126/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/-wvgKEwuZUY-Scene-0126/entity_40.png
T2V_data/VIDGEN-1M_unzip/-wvgKEwuZUY-Scene-0126.mp4,"In the video, a man is standing next to a large soccer ball-shaped object. The object is made of black and white panels, and the man is holding a pump in his hand. He is using the pump to inflate the object, which is lying on the ground. The man is wearing a gray hoodie and red pants. The background consists of trees and a white fence. The video shows the man pumping air into the object, which gradually becomes more inflated.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/-wvgKEwuZUY-Scene-0126/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/-wvgKEwuZUY-Scene-0126/entity_40.png
T2V_data/VIDGEN-1M_unzip/04rL8mheTtc-Scene-0024.mp4,"The video shows a close-up of a silver spoon with intricate designs on the handle. The spoon is being polished with a wooden stick, which is being rubbed along the handle in a circular motion. The background is a crinkled piece of aluminum foil, and the spoon is resting on it. The light reflects off the polished surface of the spoon, highlighting the shiny, smooth finish.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/04rL8mheTtc-Scene-0024/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/04rL8mheTtc-Scene-0024/entity_20.png
T2V_data/VIDGEN-1M_unzip/04rL8mheTtc-Scene-0024.mp4,"The video shows a close-up of a silver spoon with intricate designs on the handle. The spoon is being polished with a wooden stick, which is being rubbed along the handle in a circular motion. The background is a crinkled piece of aluminum foil, and the spoon is resting on it. The light reflects off the polished surface of the spoon, highlighting the shiny, smooth finish.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/04rL8mheTtc-Scene-0024/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/04rL8mheTtc-Scene-0024/entity_20.png
T2V_data/VIDGEN-1M_unzip/07tJEpMsAE4-Scene-0018.mp4,"The video shows a character with a red mask and a black suit hanging upside down from the underside of a car. The character's eyes are glowing yellow, and the background shows a city skyline. The character is swinging back and forth, and the video is in slow motion.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/07tJEpMsAE4-Scene-0018/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/07tJEpMsAE4-Scene-0018/entity_60.png
T2V_data/VIDGEN-1M_unzip/07tJEpMsAE4-Scene-0018.mp4,"The video shows a character with a red mask and a black suit hanging upside down from the underside of a car. The character's eyes are glowing yellow, and the background shows a city skyline. The character is swinging back and forth, and the video is in slow motion.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/07tJEpMsAE4-Scene-0018/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/07tJEpMsAE4-Scene-0018/entity_60.png
T2V_data/VIDGEN-1M_unzip/0QAwOfxEvVA-Scene-0055.mp4,The video shows a rocket launching into the sky. The rocket is white with a black top and has three orange fins at the bottom. It is surrounded by clouds and smoke. The rocket is moving upwards and the flames are visible at the bottom.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/0QAwOfxEvVA-Scene-0055/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/0QAwOfxEvVA-Scene-0055/entity_20.png
T2V_data/VIDGEN-1M_unzip/0QAwOfxEvVA-Scene-0055.mp4,The video shows a rocket launching into the sky. The rocket is white with a black top and has three orange fins at the bottom. It is surrounded by clouds and smoke. The rocket is moving upwards and the flames are visible at the bottom.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/0QAwOfxEvVA-Scene-0055/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/0QAwOfxEvVA-Scene-0055/entity_20.png
T2V_data/VIDGEN-1M_unzip/0cNC4AN_us4-Scene-0055.mp4,"The video shows a person using a drill to make a hole in a wall. The person is wearing a black shirt and has a black and orange tool in their hand. The drill is yellow and black, and the wall is white. The person is using a red and black tool to guide the drill bit.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/0cNC4AN_us4-Scene-0055/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/0cNC4AN_us4-Scene-0055/entity_60.png
T2V_data/VIDGEN-1M_unzip/0cNC4AN_us4-Scene-0055.mp4,"The video shows a person using a drill to make a hole in a wall. The person is wearing a black shirt and has a black and orange tool in their hand. The drill is yellow and black, and the wall is white. The person is using a red and black tool to guide the drill bit.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/0cNC4AN_us4-Scene-0055/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/0cNC4AN_us4-Scene-0055/entity_60.png
T2V_data/VIDGEN-1M_unzip/1O5cbQPfiis-Scene-0033.mp4,"The video shows a person pouring a white powdery substance into a pot. The pot is black and has a speckled texture. The substance is poured from a white container with a spout. The person pours the substance in a circular motion, filling the pot. The video is shot from a top-down perspective, focusing on the pot and the substance being poured.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1O5cbQPfiis-Scene-0033/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1O5cbQPfiis-Scene-0033/entity_60.png
T2V_data/VIDGEN-1M_unzip/1O5cbQPfiis-Scene-0033.mp4,"The video shows a person pouring a white powdery substance into a pot. The pot is black and has a speckled texture. The substance is poured from a white container with a spout. The person pours the substance in a circular motion, filling the pot. The video is shot from a top-down perspective, focusing on the pot and the substance being poured.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1O5cbQPfiis-Scene-0033/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1O5cbQPfiis-Scene-0033/entity_60.png
T2V_data/VIDGEN-1M_unzip/1_9O4fbrBsE-Scene-0027.mp4,"The video shows a person wearing a welding helmet and gloves, kneeling down and welding a piece of metal on a red car. The person is using a welding tool to fuse the metal pieces together. The welding tool is connected to a power source via a cable. The person is wearing blue jeans and black shoes. The car appears to be parked outdoors, and there is no one else visible in the video.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1_9O4fbrBsE-Scene-0027/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1_9O4fbrBsE-Scene-0027/entity_20.png
T2V_data/VIDGEN-1M_unzip/1_9O4fbrBsE-Scene-0027.mp4,"The video shows a person wearing a welding helmet and gloves, kneeling down and welding a piece of metal on a red car. The person is using a welding tool to fuse the metal pieces together. The welding tool is connected to a power source via a cable. The person is wearing blue jeans and black shoes. The car appears to be parked outdoors, and there is no one else visible in the video.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1_9O4fbrBsE-Scene-0027/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1_9O4fbrBsE-Scene-0027/entity_20.png
T2V_data/VIDGEN-1M_unzip/1ndaKNiZmWw-Scene-0003.mp4,"In the video, we see a man in a white cap and gray shirt standing on a ladder. He is holding a large white board and is in the process of putting it up on a wall. The wall is already partially covered with white boards. The man is using his hands to push the board up against the wall and secure it in place. The room appears to be under construction, with insulation visible on the walls. The man seems to be working carefully and methodically to ensure that the board is properly aligned and secure.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1ndaKNiZmWw-Scene-0003/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1ndaKNiZmWw-Scene-0003/entity_20.png
T2V_data/VIDGEN-1M_unzip/1ndaKNiZmWw-Scene-0003.mp4,"In the video, we see a man in a white cap and gray shirt standing on a ladder. He is holding a large white board and is in the process of putting it up on a wall. The wall is already partially covered with white boards. The man is using his hands to push the board up against the wall and secure it in place. The room appears to be under construction, with insulation visible on the walls. The man seems to be working carefully and methodically to ensure that the board is properly aligned and secure.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1ndaKNiZmWw-Scene-0003/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1ndaKNiZmWw-Scene-0003/entity_20.png
T2V_data/VIDGEN-1M_unzip/1ndaKNiZmWw-Scene-0003.mp4,"In the video, we see a man in a white cap and gray shirt standing on a ladder. He is holding a large white board and is in the process of putting it up on a wall. The wall is already partially covered with white boards. The man is using his hands to push the board up against the wall and secure it in place. The room appears to be under construction, with insulation visible on the walls. The man seems to be working carefully and methodically to ensure that the board is properly aligned and secure.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1ndaKNiZmWw-Scene-0003/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1ndaKNiZmWw-Scene-0003/entity_60.png
T2V_data/VIDGEN-1M_unzip/1ndaKNiZmWw-Scene-0003.mp4,"In the video, we see a man in a white cap and gray shirt standing on a ladder. He is holding a large white board and is in the process of putting it up on a wall. The wall is already partially covered with white boards. The man is using his hands to push the board up against the wall and secure it in place. The room appears to be under construction, with insulation visible on the walls. The man seems to be working carefully and methodically to ensure that the board is properly aligned and secure.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1ndaKNiZmWw-Scene-0003/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1ndaKNiZmWw-Scene-0003/entity_60.png
T2V_data/VIDGEN-1M_unzip/1qyIMfzlXnY-Scene-0024.mp4,"The video shows a man wearing a green shirt and a straw hat working on a construction site. He is using a trowel to smooth out wet concrete on the ground. The man is kneeling on the ground and moving the trowel back and forth to even out the concrete. In the background, there is a large orange cement mixer pouring more concrete onto the ground. Another man in a gray shirt and shorts is walking behind the first man, carrying a tool. The construction site is surrounded by wooden planks and metal rods.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1qyIMfzlXnY-Scene-0024/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1qyIMfzlXnY-Scene-0024/entity_40.png
T2V_data/VIDGEN-1M_unzip/1qyIMfzlXnY-Scene-0024.mp4,"The video shows a man wearing a green shirt and a straw hat working on a construction site. He is using a trowel to smooth out wet concrete on the ground. The man is kneeling on the ground and moving the trowel back and forth to even out the concrete. In the background, there is a large orange cement mixer pouring more concrete onto the ground. Another man in a gray shirt and shorts is walking behind the first man, carrying a tool. The construction site is surrounded by wooden planks and metal rods.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1qyIMfzlXnY-Scene-0024/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/1qyIMfzlXnY-Scene-0024/entity_40.png
T2V_data/VIDGEN-1M_unzip/249hXbzdGzI-Scene-0013.mp4,"The video shows a man lying on a bench in a gym, lifting a barbell with weights on it. Another man is standing behind him, spotting him. The man on the bench is wearing a black shirt and shorts, while the man spotting him is wearing a black shirt with the word ""PROGENEX"" on it and a red cap. The gym has other people in the background, and the walls are painted white. The man on the bench successfully lifts the barbell and then puts it back down.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/249hXbzdGzI-Scene-0013/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/249hXbzdGzI-Scene-0013/entity_20.png
T2V_data/VIDGEN-1M_unzip/249hXbzdGzI-Scene-0013.mp4,"The video shows a man lying on a bench in a gym, lifting a barbell with weights on it. Another man is standing behind him, spotting him. The man on the bench is wearing a black shirt and shorts, while the man spotting him is wearing a black shirt with the word ""PROGENEX"" on it and a red cap. The gym has other people in the background, and the walls are painted white. The man on the bench successfully lifts the barbell and then puts it back down.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/249hXbzdGzI-Scene-0013/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/249hXbzdGzI-Scene-0013/entity_20.png
T2V_data/VIDGEN-1M_unzip/25SHBNgM7VA-Scene-0067.mp4,"The video shows a person surfing on a wave in the ocean. The surfer is wearing a black wetsuit and is riding a white surfboard. The wave is large and green, and the surfer is skillfully maneuvering it. The background shows a clear blue sky and a sandy beach. There are also some rocks visible in the foreground.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/25SHBNgM7VA-Scene-0067/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/25SHBNgM7VA-Scene-0067/entity_100.png
T2V_data/VIDGEN-1M_unzip/25SHBNgM7VA-Scene-0067.mp4,"The video shows a person surfing on a wave in the ocean. The surfer is wearing a black wetsuit and is riding a white surfboard. The wave is large and green, and the surfer is skillfully maneuvering it. The background shows a clear blue sky and a sandy beach. There are also some rocks visible in the foreground.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/25SHBNgM7VA-Scene-0067/entity_100.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/25SHBNgM7VA-Scene-0067/entity_100.png
T2V_data/VIDGEN-1M_unzip/28h_WlfD4k4-Scene-0152.mp4,"In the video, we see a person using a drill to drill a hole into a piece of metal. The drill is attached to a machine, and the person is holding the metal in place with one hand while drilling with the other. The metal is silver in color and has a rectangular shape. There are small metal shavings scattered around the work area. The person is wearing a white glove on their left hand. The background is blurred, but we can see some tools and a workbench.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/28h_WlfD4k4-Scene-0152/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/28h_WlfD4k4-Scene-0152/entity_20.png
T2V_data/VIDGEN-1M_unzip/28h_WlfD4k4-Scene-0152.mp4,"In the video, we see a person using a drill to drill a hole into a piece of metal. The drill is attached to a machine, and the person is holding the metal in place with one hand while drilling with the other. The metal is silver in color and has a rectangular shape. There are small metal shavings scattered around the work area. The person is wearing a white glove on their left hand. The background is blurred, but we can see some tools and a workbench.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/28h_WlfD4k4-Scene-0152/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/28h_WlfD4k4-Scene-0152/entity_20.png
T2V_data/VIDGEN-1M_unzip/2IMAgA5e1RM-Scene-0030.mp4,"In the video, a man is standing in a kitchen and is preparing food. He is wearing a yellow shirt and a black apron. The man is holding a bowl in his hand and is pouring its contents onto a pile of shredded vegetables that are placed on a counter. He is also holding a spoon in his other hand and is using it to mix the contents of the bowl with the shredded vegetables. The kitchen is well-lit and has various utensils and ingredients visible in the background. The man seems to be focused on his task and is carefully mixing the ingredients. The video does not contain any audio.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMAgA5e1RM-Scene-0030/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMAgA5e1RM-Scene-0030/entity_20.png
T2V_data/VIDGEN-1M_unzip/2IMAgA5e1RM-Scene-0030.mp4,"In the video, a man is standing in a kitchen and is preparing food. He is wearing a yellow shirt and a black apron. The man is holding a bowl in his hand and is pouring its contents onto a pile of shredded vegetables that are placed on a counter. He is also holding a spoon in his other hand and is using it to mix the contents of the bowl with the shredded vegetables. The kitchen is well-lit and has various utensils and ingredients visible in the background. The man seems to be focused on his task and is carefully mixing the ingredients. The video does not contain any audio.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMAgA5e1RM-Scene-0030/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMAgA5e1RM-Scene-0030/entity_20.png
T2V_data/VIDGEN-1M_unzip/2IMAgA5e1RM-Scene-0030.mp4,"In the video, a man is standing in a kitchen and is preparing food. He is wearing a yellow shirt and a black apron. The man is holding a bowl in his hand and is pouring its contents onto a pile of shredded vegetables that are placed on a counter. He is also holding a spoon in his other hand and is using it to mix the contents of the bowl with the shredded vegetables. The kitchen is well-lit and has various utensils and ingredients visible in the background. The man seems to be focused on his task and is carefully mixing the ingredients. The video does not contain any audio.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMAgA5e1RM-Scene-0030/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMAgA5e1RM-Scene-0030/entity_40.png
T2V_data/VIDGEN-1M_unzip/2IMAgA5e1RM-Scene-0030.mp4,"In the video, a man is standing in a kitchen and is preparing food. He is wearing a yellow shirt and a black apron. The man is holding a bowl in his hand and is pouring its contents onto a pile of shredded vegetables that are placed on a counter. He is also holding a spoon in his other hand and is using it to mix the contents of the bowl with the shredded vegetables. The kitchen is well-lit and has various utensils and ingredients visible in the background. The man seems to be focused on his task and is carefully mixing the ingredients. The video does not contain any audio.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMAgA5e1RM-Scene-0030/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMAgA5e1RM-Scene-0030/entity_40.png
T2V_data/VIDGEN-1M_unzip/2IMDZ2vs8NM-Scene-0050.mp4,"In the video, a man is seen working in a workshop. He is using a router to cut a piece of wood. The man is wearing a blue shirt and is standing in front of a workbench. The workshop is well-lit and has various tools and equipment visible in the background. The man is focused on his work and appears to be skilled in using the router. The piece of wood he is cutting is light brown in color and appears to be a small piece. The router is orange and black and is mounted on a clear plastic stand. The man is holding the router with both hands and is carefully guiding it along the wood to create a clean cut.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMDZ2vs8NM-Scene-0050/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMDZ2vs8NM-Scene-0050/entity_60.png
T2V_data/VIDGEN-1M_unzip/2IMDZ2vs8NM-Scene-0050.mp4,"In the video, a man is seen working in a workshop. He is using a router to cut a piece of wood. The man is wearing a blue shirt and is standing in front of a workbench. The workshop is well-lit and has various tools and equipment visible in the background. The man is focused on his work and appears to be skilled in using the router. The piece of wood he is cutting is light brown in color and appears to be a small piece. The router is orange and black and is mounted on a clear plastic stand. The man is holding the router with both hands and is carefully guiding it along the wood to create a clean cut.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMDZ2vs8NM-Scene-0050/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2IMDZ2vs8NM-Scene-0050/entity_60.png
T2V_data/VIDGEN-1M_unzip/2YHqMxFE8w0-Scene-0111.mp4,The video shows a shovel with a black handle and a silver head. The shovel is being used to chop a piece of wood that is on a tree stump. The background consists of tall trees with green leaves. The video is shot in a forest.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2YHqMxFE8w0-Scene-0111/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2YHqMxFE8w0-Scene-0111/entity_20.png
T2V_data/VIDGEN-1M_unzip/2YHqMxFE8w0-Scene-0111.mp4,The video shows a shovel with a black handle and a silver head. The shovel is being used to chop a piece of wood that is on a tree stump. The background consists of tall trees with green leaves. The video is shot in a forest.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2YHqMxFE8w0-Scene-0111/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2YHqMxFE8w0-Scene-0111/entity_20.png
T2V_data/VIDGEN-1M_unzip/2YHqMxFE8w0-Scene-0111.mp4,The video shows a shovel with a black handle and a silver head. The shovel is being used to chop a piece of wood that is on a tree stump. The background consists of tall trees with green leaves. The video is shot in a forest.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2YHqMxFE8w0-Scene-0111/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2YHqMxFE8w0-Scene-0111/entity_40.png
T2V_data/VIDGEN-1M_unzip/2YHqMxFE8w0-Scene-0111.mp4,The video shows a shovel with a black handle and a silver head. The shovel is being used to chop a piece of wood that is on a tree stump. The background consists of tall trees with green leaves. The video is shot in a forest.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2YHqMxFE8w0-Scene-0111/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2YHqMxFE8w0-Scene-0111/entity_40.png
T2V_data/VIDGEN-1M_unzip/2vKfGzs1Ghs-Scene-0005.mp4,"In the video, we see a person riding an ATV through a muddy area. The person is wearing a helmet and a black jacket. The ATV is black and orange in color. The person is driving the ATV through a muddy path with water and mud splashing around. The surrounding area is covered with green grass and trees. The sky is clear and blue.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2vKfGzs1Ghs-Scene-0005/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2vKfGzs1Ghs-Scene-0005/entity_40.png
T2V_data/VIDGEN-1M_unzip/2vKfGzs1Ghs-Scene-0005.mp4,"In the video, we see a person riding an ATV through a muddy area. The person is wearing a helmet and a black jacket. The ATV is black and orange in color. The person is driving the ATV through a muddy path with water and mud splashing around. The surrounding area is covered with green grass and trees. The sky is clear and blue.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2vKfGzs1Ghs-Scene-0005/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2vKfGzs1Ghs-Scene-0005/entity_40.png
T2V_data/VIDGEN-1M_unzip/2wvKD1pDhBU-Scene-0059.mp4,"In the video, a woman is seen standing in front of a tent. She is wearing a hoodie and jeans. The tent is covered with a green tarp, and the woman is holding a stick in her hand. She is seen pulling the tarp off the tent and then getting inside it. The woman seems to be enjoying herself as she smiles and laughs while getting into the tent. The tent is set up in a forest, and the ground is covered with leaves and dirt. The woman's actions suggest that she is either setting up or taking down the tent. Overall, the video captures a moment of outdoor activity and enjoyment.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2wvKD1pDhBU-Scene-0059/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_10/2wvKD1pDhBU-Scene-0059/entity_60.png
