video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/12RwfqvTMZk-Scene-0042.mp4,"In the video, a woman with long brown hair is standing in a workshop. She is wearing a striped shirt and glasses. The woman is holding a white bucket and pouring its contents into a white bowl that is placed on a table in front of her. The workshop has a brick wall in the background and various tools and equipment can be seen. The woman appears to be focused on the task at hand, carefully pouring the contents of the bucket into the bowl.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/12RwfqvTMZk-Scene-0042/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/12RwfqvTMZk-Scene-0042/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/15xYXpMcPvg-Scene-0016.mp4,"In the video, we see two men working on a construction project. They are both wearing safety vests and are standing on a wooden platform. The man on the left is holding a piece of wood and appears to be placing it on the platform. The man on the right is using a drill to secure the wood in place. There are several other pieces of wood and tools scattered around the platform. The men seem to be focused on their task and are working efficiently. The platform they are working on is made of brown wood, and the walls of the room are white. The lighting in the room is bright, making it easy to see the details of the work being done.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/15xYXpMcPvg-Scene-0016/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/15xYXpMcPvg-Scene-0016/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/16tcC-C2juo-Scene-0005.mp4,"The video features a person playing with toy cars on a wooden table. The person is seen moving the cars around and pushing them. The toy cars are of different colors and designs, including a green car, a blue car, a red car, and a white car. The person's hand is visible in the video, and they appear to be enjoying playing with the toys. The wooden table provides a smooth surface for the cars to move on. The video captures the playful and imaginative nature of the person interacting with the toy cars.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/16tcC-C2juo-Scene-0005/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/16tcC-C2juo-Scene-0005/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/1aP_Ezn8-3k-Scene-0034.mp4,"The video shows a person riding a motorcycle on a road. The rider is wearing a helmet and is seen from the front. The motorcycle is moving at a high speed, and the rider is leaning into a turn. The road is empty except for the rider, and there are no other vehicles or people visible in the video. The sky is clear and blue, indicating good weather conditions for riding. The rider's posture and the sound of the motorcycle suggest that the rider is experienced and confident in their abilities. The video does not contain any visible text or subtitles.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/1aP_Ezn8-3k-Scene-0034/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/1aP_Ezn8-3k-Scene-0034/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/1hoKaXhVAkc-Scene-0069.mp4,"In the video, a child is seen playing with a toy train set. The child is wearing a green shirt and is standing in front of a red couch. The train set includes a black bridge and a yellow and blue train. The child is seen placing the train on the tracks and moving it along the bridge. The child's hands are visible in the video, and they appear to be enjoying playing with the toy train set.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/1hoKaXhVAkc-Scene-0069/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/1hoKaXhVAkc-Scene-0069/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/1j9fu5M2VdM-Scene-0016.mp4,"The video shows a person's hands working on a wooden surface. They are holding a metal tube and a metal ring. The person places the ring onto the tube and then slides another metal ring onto the tube. They continue to slide the rings onto the tube, one after the other, until they have a stack of rings on the tube. The rings appear to be of different sizes and the tube is silver in color.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/1j9fu5M2VdM-Scene-0016/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/1j9fu5M2VdM-Scene-0016/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/1jtBn1F-zBY-Scene-0007.mp4,"In the video, a person is seen holding a cupcake in one hand and a piping bag in the other. The person proceeds to pipe frosting onto the cupcake in a circular motion, creating a rose-like design. The frosting appears to be of a light brown color, and the cupcake is held steady as the person works on the design. The background is a table with a white cloth that has pink hearts on it, and there is a knife visible on the table. The person's movements are precise and careful as they create the frosting design.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/1jtBn1F-zBY-Scene-0007/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/1jtBn1F-zBY-Scene-0007/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/1vvynB0etTE-Scene-0032.mp4,"The video shows a person's hands working on a craft project. The person is using a pair of pliers to bend a wire into a circular shape, which is then attached to a small, green, and yellow bead. The person's hands are steady as they manipulate the wire, and the background is a solid pink color.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/1vvynB0etTE-Scene-0032/entity_80.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/1vvynB0etTE-Scene-0032/aug_entity_80.png
T2V_data/VIDGEN-1M_unzip/20gv9aO5EeQ-Scene-0004.mp4,"In the video, a person is seen raking leaves in a yard. The person is wearing black pants and green gloves. They are using a rake to gather the leaves into a pile. The leaves are brown and dry, and there are many of them scattered across the yard. The person is working methodically, moving the rake back and forth to collect the leaves. The yard appears to be well-maintained, with a neatly trimmed lawn visible in the background. The person's movements are steady and efficient, indicating that they are experienced in this task. The video captures the peaceful and satisfying nature of yard work, as the person methodically clears the leaves from the yard.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/20gv9aO5EeQ-Scene-0004/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/20gv9aO5EeQ-Scene-0004/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/2McDQu5UQpk-Scene-0009.mp4,"The video shows a person's hands holding a pair of blue jeans. The person is using a black tool to remove the stitches from the seam of the jeans. The tool is inserted into the seam and pushed through to remove the stitches. The person's hands are visible throughout the video, and the background is a plain light blue color.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2McDQu5UQpk-Scene-0009/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2McDQu5UQpk-Scene-0009/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/2O_5LV4XaRw-Scene-0008.mp4,"In the video, a person is seen holding a clear glass bottle with a white label on it. The person pours water from a clear plastic bottle into the glass bottle, filling it up. The person then shakes the glass bottle, causing the water inside to splash around. The background of the video is a white surface with a colorful, cosmic image.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2O_5LV4XaRw-Scene-0008/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2O_5LV4XaRw-Scene-0008/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/2U2zKkjaTnc-Scene-0030.mp4,"In the video, a person is seen kneading a piece of purple clay. The person's hands are visible, and they are using their fingers to press and fold the clay. The clay is placed on a white surface, and the person's movements are deliberate and focused. The clay appears to be soft and pliable, and the person seems to be creating a specific shape or form with it. The video is shot from a top-down perspective, allowing the viewer to see the entire process of the clay being kneaded.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2U2zKkjaTnc-Scene-0030/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2U2zKkjaTnc-Scene-0030/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/2U6BJeZbgII-Scene-0023.mp4,"The video shows a man performing a skateboard trick in a skate park. He is wearing a blue shirt and khaki shorts, and is seen in mid-air with his skateboard. The skateboard is yellow and black, and the man is holding it with his feet while performing the trick. The background shows a black brick wall and some greenery. The man successfully lands the trick and continues to ride his skateboard.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2U6BJeZbgII-Scene-0023/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2U6BJeZbgII-Scene-0023/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/2dmjcPkN51o-Scene-0157.mp4,"In the video, a person is seen sitting at a table with a large pile of squishy toys in front of them. The toys are in the shape of various animals and objects, and they are brightly colored. The person is using their hands to squish and play with the toys, making them make different noises. The camera focuses on the toys and the person's hands, capturing the details of the toys' textures and the person's movements.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2dmjcPkN51o-Scene-0157/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2dmjcPkN51o-Scene-0157/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/2j43mP2zGtM-Scene-0008.mp4,"The video shows a person using a shovel to dig into the ground. The shovel is made of metal and has a wooden handle. The person is wearing a black shirt and is standing on a dirt ground with leaves scattered around. The shovel is being pushed into the ground and lifted up, causing dirt to fall out of the hole. The person is repeating this action several times.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2j43mP2zGtM-Scene-0008/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2j43mP2zGtM-Scene-0008/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/2mDa0dQvIhM-Scene-0086.mp4,"In the video, a man and a woman are standing on an ice rink. The man is wearing a blue jacket and a cap, while the woman is wearing a pink coat. The man is holding a hockey stick and is instructing the woman on how to play hockey. The woman is holding a hockey stick and is trying to follow the man's instructions. The ice rink has orange cones set up, which the woman is trying to hit with the hockey stick. The man is giving her directions on how to hit the cones. The woman is focused on the cones and is trying to hit them with the hockey stick. The man is watching her and giving her feedback on her technique. The video captures the interaction between the man and the woman as they practice playing hockey.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2mDa0dQvIhM-Scene-0086/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/2mDa0dQvIhM-Scene-0086/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/382p5WoPYhA-Scene-0032.mp4,"The video shows a man in a gym, dribbling a basketball and then shooting it into the hoop. The man is wearing a black shirt and shorts, with red shoes. The gym has a wooden floor and a red door. The man's movements are fluid and confident as he dribbles the ball and shoots it into the hoop. The video is shot from a side angle, capturing the man's full body as he moves. The lighting in the gym is bright, and the colors are vibrant.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/382p5WoPYhA-Scene-0032/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/382p5WoPYhA-Scene-0032/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/3Db5AU2EmO0-Scene-0007.mp4,"The video shows a person's hands as they work on a piece of dough. The hands are pressing down on the dough, which is placed on a flat surface. The person's hands move back and forth, applying pressure to the dough. The dough appears to be soft and pliable, and the person's hands are moving with precision and care. The background is blurred, but it seems to be a kitchen or a baking area.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3Db5AU2EmO0-Scene-0007/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3Db5AU2EmO0-Scene-0007/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/3E5Z6bimFjI-Scene-0022.mp4,"The video shows a person using a drill to make holes in a large orange pipe. The pipe is located on a rooftop, and the person is wearing a safety harness. The background shows a scenic view of trees and houses.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3E5Z6bimFjI-Scene-0022/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3E5Z6bimFjI-Scene-0022/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/3QrpZZQNv7w-Scene-0153.mp4,"In the video, there is a wrestling match taking place in a ring. One wrestler is holding the other wrestler upside down and is about to slam him down onto the mat. The wrestler being held is wearing black boots and black trunks, while the wrestler holding him is wearing brown boots and black trunks. The referee is standing outside the ring, watching the action closely. The crowd is cheering and watching the match intently. The wrestling ring is surrounded by ropes and there is a black mat on the floor. The wrestlers are both muscular and appear to be in good physical shape. The wrestler being held is struggling to escape the hold, but the wrestler holding him is too strong. The referee is ready to count the seconds if the wrestler being held does not escape the hold in time.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3QrpZZQNv7w-Scene-0153/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3QrpZZQNv7w-Scene-0153/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/3kPj0de2T8U-Scene-0035.mp4,"In the video, a man is seen standing on a green mat with a golf club in his hand. He is wearing a blue vest and black pants. The man is demonstrating how to hit a golf ball. He takes a few practice swings before hitting the ball. The video is shot in an indoor setting with a white wall in the background. The man appears to be speaking to the camera as he demonstrates the golf swing.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3kPj0de2T8U-Scene-0035/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3kPj0de2T8U-Scene-0035/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/3kUP6VzJ2Ok-Scene-0040.mp4,"In the video, a toddler is standing in front of a chalkboard, holding a piece of chalk in one hand and a chalkboard eraser in the other. The child is using the chalk to draw on the board, and then proceeds to erase the drawing with the eraser. The child repeats this process several times, drawing and erasing on the board. The chalkboard is positioned on an easel, and the child appears to be focused on the task at hand. The background of the video shows a bright and colorful play area with various toys and equipment. The child's movements are deliberate and careful, indicating a sense of curiosity and exploration. Overall, the video captures a moment of creativity and learning in a child's life.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3kUP6VzJ2Ok-Scene-0040/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3kUP6VzJ2Ok-Scene-0040/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/3wtdknHEgaY-Scene-0072.mp4,"In the video, a white dog with black spots is seen digging a hole in the grass. The dog has a red collar around its neck and is wearing a bell. The dog is using its front paws to move the dirt and is making a small mound of dirt as it digs. The grass is green and appears to be well-maintained. The dog seems to be enjoying itself as it digs.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3wtdknHEgaY-Scene-0072/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/3wtdknHEgaY-Scene-0072/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/4GVp7uqEpJk-Scene-0023.mp4,"In the video, a person is seen pouring a substance from a bucket into a yellow container. The substance appears to be gravel, and the person is wearing a glove on one hand. The bucket is being tilted to pour the substance, and the yellow container is placed on the ground. The background is not clearly visible, but it seems to be an outdoor setting.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4GVp7uqEpJk-Scene-0023/entity_80.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4GVp7uqEpJk-Scene-0023/aug_entity_80.png
T2V_data/VIDGEN-1M_unzip/4IRM0eEq77Q-Scene-0009.mp4,"In the video, a woman is standing in a restaurant and pouring a bottle of champagne into a wine glass. She is wearing a white apron with black writing on it and a black shirt underneath. The restaurant is dimly lit and there are other people sitting at tables in the background. The woman is smiling and appears to be enjoying herself.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4IRM0eEq77Q-Scene-0009/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4IRM0eEq77Q-Scene-0009/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/4L-qI9Hsdcs-Scene-0030.mp4,"The video shows a baseball player wearing a gray uniform with red accents and a red cap with a white ""W"" on it. The player is running on a green field and is seen catching a baseball with his gloved hand. He then proceeds to throw the ball with his right hand. The player's uniform has the number 34 on it. The video is a slow-motion replay of the player's actions.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4L-qI9Hsdcs-Scene-0030/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4L-qI9Hsdcs-Scene-0030/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/4QP12AeYt3E-Scene-0118.mp4,"In the video, a man is seen using a circular saw to cut a piece of wood. He is wearing a plaid shirt and protective gear, including earmuffs and safety glasses. The man is focused on his task, carefully guiding the saw through the wood. After completing the cut, he holds up the circular saw to the camera, showing it off. The man appears satisfied with his work, and the video captures the precision and skill involved in using a circular saw.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4QP12AeYt3E-Scene-0118/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4QP12AeYt3E-Scene-0118/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/4QP12AeYt3E-Scene-0118.mp4,"In the video, a man is seen using a circular saw to cut a piece of wood. He is wearing a plaid shirt and protective gear, including earmuffs and safety glasses. The man is focused on his task, carefully guiding the saw through the wood. After completing the cut, he holds up the circular saw to the camera, showing it off. The man appears satisfied with his work, and the video captures the precision and skill involved in using a circular saw.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4QP12AeYt3E-Scene-0118/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4QP12AeYt3E-Scene-0118/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/4QWvUdQYmlI-Scene-0055.mp4,"In the video, a man is seen working on a machine. He is using a wrench to turn a bolt on the machine. The man is wearing a black shirt and has grease on his hands, indicating that he has been working on the machine for some time. The machine appears to be made of metal and has several bolts and screws. The man is focused on his task and is turning the wrench with precision. The background is blurred, but it appears to be a workshop or garage.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4QWvUdQYmlI-Scene-0055/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4QWvUdQYmlI-Scene-0055/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/4Yh_tl1qw00-Scene-0135.mp4,"The video shows a man in a white shirt and black gloves crouching down behind a set of cricket stumps. He is holding a red cricket ball in his hand. The man then throws the ball towards the stumps, hitting them with the ball. The video is shot in slow motion, allowing viewers to see the details of the man's movements and the impact of the ball on the stumps. The background is a grassy field with a clear blue sky.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4Yh_tl1qw00-Scene-0135/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4Yh_tl1qw00-Scene-0135/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/4c4gus833J4-Scene-0056.mp4,"The video shows a person holding a fishing rod on a boat in the middle of the ocean. The person is wearing a black jacket and is holding a fishing line with a red and green lure attached to it. The fisherman is reeling in a large fish that is hooked on the lure. The fish is struggling to get free, but the person manages to keep it on the hook. The fish is grey and white in color and appears to be quite large. The ocean is calm with no other boats or land in sight.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4c4gus833J4-Scene-0056/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_8/4c4gus833J4-Scene-0056/aug_entity_40.png
